GeneID	GSM8474242	GSM8474243	GSM8474244	GSM8474245	GSM8474246	GSM8474247
105375660	0	0	0	0	0	0
79815	45	44	53	38	32	12
105375659	3	0	0	0	1	0
107986870	1	4	4	0	1	0
113218497	1	0	0	0	0	0
3788	7	2	3	0	8	18
6788	838	659	637	614	583	740
112268016	1	2	0	1	0	0
116039	11	15	27	17	21	34
107986872	4	3	2	3	1	8
105375666	23	28	29	10	24	18
107986871	81	56	95	62	32	71
157680	2181	1853	1573	1440	1281	1692
693184	0	0	0	0	0	0
100126309	0	0	0	0	0	3
1345	1782	1951	1180	1548	1283	1822
26166	103	64	101	134	98	141
109616982	0	0	0	2	0	0
286151	51	40	41	195	163	178
5440	839	565	583	912	930	1135
6674	935	574	561	727	650	904
105375669	21	21	23	12	23	30
105375668	14	18	18	16	13	28
25897	1768	1421	1494	1644	1441	1777
100616451	0	0	0	0	0	0
105375670	0	0	1	1	0	0
107986959	0	0	3	3	2	2
157567	329	286	178	157	144	167
169166	0	2	0	1	2	7
105375671	0	0	0	0	0	0
105375672	0	0	0	0	1	0
26986	20698	28077	14878	17580	16318	19729
102466854	72	95	64	99	65	79
105375673	0	0	2	1	0	0
7534	21113	18727	14556	19918	18215	22277
401471	0	0	0	1	0	0
441374	0	0	0	0	0	0
105375674	19	13	11	6	15	4
105375675	2	0	1	0	0	2
105375676	0	0	0	0	0	0
51123	1076	1430	833	1056	917	1160
107984005	0	0	0	0	0	5
105375679	0	0	0	0	0	0
83955	0	0	0	0	0	0
105375680	0	0	0	0	0	0
107986897	0	0	0	0	0	0
107986961	0	0	0	0	0	0
107986962	0	1	0	0	0	0
79977	0	3	0	0	0	0
83988	535	624	393	285	276	377
107986963	15	7	4	1	10	2
104054148	9	5	4	0	2	0
100847001	0	0	0	0	0	0
50484	1622	1209	1280	1487	1360	1480
101927221	3	21	7	7	9	28
51366	5522	5145	4083	4400	3657	4727
105375683	40	128	29	33	19	33
107986898	0	0	0	0	0	0
105375684	0	0	0	0	0	0
4956	0	0	0	0	0	0
7071	2027	2280	1665	2435	2308	3245
101927245	0	10	6	6	1	2
105375686	0	0	0	0	0	0
105375685	0	0	0	0	0	1
401472	21	17	11	15	19	56
51582	5443	4997	4107	5723	5312	6283
100506753	6	23	8	2	2	7
528	1752	1310	1246	1340	1149	1644
379034	14	2	5	3	3	0
157556	5	0	0	0	0	0
79870	191	188	160	68	76	58
100422992	0	0	2	0	1	3
100499183	19	15	3	6	14	8
105369147	155	147	97	82	86	81
8323	6273	5431	4688	3917	3733	4633
109623480	14	5	10	8	9	7
115908	780	858	484	394	327	445
81034	1319	1320	1075	1214	1036	1183
25879	803	768	660	954	820	1005
105375690	60	120	57	57	43	102
9699	265	242	214	246	175	214
105375689	0	0	0	4	1	8
107984007	3	17	5	12	2	11
105375688	7	6	6	2	2	0
107986899	0	0	0	0	0	0
81501	0	0	0	1	0	0
1807	0	0	0	4	2	0
105375692	0	0	0	0	1	0
105375691	1	0	2	1	0	0
693127	2	0	0	1	0	0
29967	1347	1444	1091	1242	1114	1454
105375694	0	0	0	0	0	0
105375693	0	0	0	0	0	0
105375695	0	0	0	0	0	0
101927392	0	2	0	0	0	0
23414	164	73	157	89	70	108
105375696	0	1	0	0	0	0
102723356	372	344	480	330	230	422
55074	1272	747	985	1183	983	1280
105375700	0	8	2	3	0	6
137735	4	1	0	3	2	1
105375701	0	0	0	0	4	0
284	7	15	13	6	4	0
105375703	0	0	0	0	0	0
340419	0	1	2	2	1	0
3646	6349	4521	4964	5009	4545	5834
105375704	0	0	1	1	8	3
9694	828	601	795	895	687	1161
157753	9	10	6	22	27	20
102723368	0	0	0	1	0	0
101927413	0	1	0	0	0	4
107984017	0	1	0	0	0	1
7201	5	0	9	3	4	0
84955	985	576	715	1248	1180	1453
56943	1087	1124	921	1190	1092	1337
93035	13	5	12	0	2	3
9166	900	686	827	1040	865	1144
55638	1026	1502	752	539	588	657
100132813	15	9	0	1	1	9
27012	0	2	4	4	2	0
101927459	0	0	0	0	0	0
101927487	0	0	0	0	0	0
107986965	0	0	0	0	0	0
105375705	0	0	0	0	0	0
107986964	0	0	0	0	0	0
105375706	0	0	0	0	0	0
105375707	0	0	0	0	0	0
114788	2	2	1	6	11	0
100302225	0	0	0	0	0	0
107986966	0	0	0	0	0	0
105375709	0	0	0	0	0	0
105375710	0	0	0	0	0	0
107986901	0	0	0	0	0	0
7227	3042	2473	2174	1552	1332	1608
107986968	0	0	0	0	0	1
107986902	0	0	0	0	0	0
107986903	0	0	0	0	0	0
100859921	1	0	0	0	1	0
102723447	0	0	0	0	0	0
105375711	0	0	0	0	0	0
105375712	0	0	0	0	0	0
8667	3567	3391	2633	2857	2873	3448
105375713	5	7	20	13	8	31
84294	835	624	615	699	582	855
112268030	2	9	6	6	15	2
5885	4695	3985	3640	8365	7329	8864
644660	23	59	19	53	65	44
100500914	1	2	2	2	2	1
441376	0	8	0	0	0	0
105375715	0	0	0	0	0	0
169026	1	0	0	0	0	0
105375716	0	0	0	0	0	0
107986969	0	0	0	0	0	0
105375719	0	0	0	0	0	0
105375717	0	0	0	0	0	0
90390	114	183	97	128	159	159
105375721	40	29	29	37	27	26
107986970	8	5	4	6	5	9
2131	2517	2609	1678	1942	1745	2196
109623457	0	0	5	0	0	0
401474	725	703	535	497	428	595
105375724	20	9	4	7	4	10
552860	0	2	0	0	0	1
105375723	0	0	0	0	0	0
4982	448	479	325	242	274	276
10584	5	8	6	0	3	6
101927513	11	0	0	0	1	0
105375725	0	0	0	6	0	0
114569	4235	3438	3224	4210	3832	4438
105375726	760	486	539	657	642	686
102466162	0	0	0	0	0	0
4856	355	428	257	292	370	368
5168	471	432	370	303	304	330
105375727	0	0	0	0	0	0
6873	2103	1537	1732	1846	1759	2246
105375728	13	21	14	50	44	49
79075	100	80	87	261	268	271
64798	2064	2104	1356	565	485	619
105375730	33	12	17	6	5	13
7373	28	27	25	18	18	10
28998	633	680	532	733	721	842
27085	176	112	180	486	388	549
6641	2150	2256	1705	1484	1358	1680
101927543	4	14	6	4	7	10
107986874	31	29	16	24	25	27
105375731	0	0	0	0	0	0
107986971	0	0	0	0	0	0
3037	9	0	2	6	3	8
594842	5	2	7	8	5	9
105375732	0	0	0	0	0	0
105375733	0	0	0	0	0	0
105375734	0	2	1	0	1	0
107986972	4	0	0	0	0	0
104266958	11	6	6	6	3	9
107986904	3	7	1	1	2	2
22882	906	1348	576	815	675	880
79139	1788	2386	1384	1684	1614	1867
93594	460	522	379	638	567	585
100189201	0	0	0	0	0	0
84985	73	119	35	66	50	53
100131726	1	3	2	0	0	4
100616260	0	0	0	0	0	0
84933	200	254	172	196	169	206
100533106	241	306	211	225	190	228
11244	1735	1184	1465	1415	1203	1524
29028	1484	1125	1097	3938	3370	4617
100500863	0	0	3	4	5	3
693130	0	0	3	4	5	3
105375737	1	1	0	3	1	4
55093	364	330	213	303	262	405
114907	424	351	264	293	226	225
340359	1	1	0	0	1	2
105375738	0	0	0	5	0	0
312	6	0	5	8	3	2
105375739	0	0	0	0	0	0
157769	3964	3188	3352	3553	3254	4440
654463	122	197	141	121	121	105
439941	4	0	0	1	1	0
157376	10	13	2	4	8	1
101927588	7	5	0	0	0	3
107986973	4	3	1	3	1	10
157378	1639	1307	1393	1483	1304	1717
55039	148	256	120	192	158	224
101927612	55	57	31	39	32	55
11236	896	1159	801	674	738	843
83940	866	825	693	818	829	919
102466200	0	0	0	0	0	0
4715	733	1118	493	585	654	746
9788	71	69	39	69	68	90
105375740	17	15	41	30	30	28
105375741	0	0	0	0	2	0
100616255	0	0	0	0	0	0
100616221	0	0	0	0	0	0
105375743	0	0	0	0	0	0
105375742	0	0	0	0	0	0
157381	0	0	0	0	0	0
137209	200	175	190	135	108	149
105375744	0	0	0	0	0	0
6713	1125	1366	865	1074	1004	1282
9897	1875	1644	1294	1291	1275	1609
286053	374	428	341	455	447	453
10221	816	1165	683	610	527	729
105375746	0	25	2	9	4	15
105375747	0	0	0	0	0	0
105375748	0	0	1	0	0	0
107986974	0	0	0	0	0	0
100130231	0	1	0	0	0	2
101927657	0	0	0	0	0	0
105375749	0	1	0	0	0	0
105375750	0	0	0	0	0	0
157638	2534	3185	1838	1802	1665	1981
105375751	64	219	76	59	62	82
105375753	0	5	12	1	1	10
100750225	3	5	6	2	1	1
103164619	2	1	7	0	3	4
101867536	58	39	41	53	38	63
105375752	15	42	19	66	49	55
103021165	10	35	19	36	30	31
100507056	119	158	78	412	357	424
103021164	1	8	1	4	8	1
727677	80	72	65	112	145	150
101805488	0	4	2	3	2	2
5462	5	8	2	2	4	1
105375754	1	11	1	1	5	0
100270680	6	0	1	1	1	1
4609	1772	2579	1281	2254	2074	2539
5820	117	162	79	66	87	102
100302185	0	7	1	2	1	0
641384	0	2	14	7	6	2
100302161	0	0	0	0	3	0
100302170	0	4	0	0	1	0
100302175	0	9	0	0	0	0
100302281	0	0	1	0	0	0
101927774	0	0	3	0	3	0
106144608	0	0	0	0	0	0
728724	0	0	0	0	0	0
137196	1	0	0	0	0	0
100500839	0	0	0	0	0	0
56169	12	8	10	4	4	1
51571	1929	1685	1432	1454	1496	1644
100847051	0	0	1	0	0	0
50807	2199	2042	1551	1948	1903	2229
100507117	15	12	7	4	5	9
29065	9	9	3	0	1	10
105375758	0	0	0	1	0	0
114	0	1	0	1	0	1
105375762	3	0	0	0	0	1
105375761	0	0	0	0	0	0
105375760	9	4	0	0	2	8
105375759	0	0	0	0	0	0
105375763	0	0	1	0	0	0
107986976	0	0	0	0	0	0
23167	5921	4837	4674	3992	3499	4412
729330	0	0	0	0	0	0
10086	1	0	0	0	0	0
3786	196	237	179	236	221	310
107986977	0	0	1	1	2	0
105375765	0	0	0	0	0	0
93668	0	0	0	4	0	0
23639	123	119	117	96	92	161
105375767	0	0	1	0	0	0
137835	6	3	4	3	5	0
51105	1337	1026	1207	1346	1089	1495
7038	20	17	13	2	7	5
105375768	0	0	0	0	0	0
6503	0	1	0	0	2	1
102466865	0	0	0	0	0	0
100302522	0	0	0	0	0	0
105375769	0	0	0	0	0	0
8840	0	0	0	0	0	1
102723635	0	0	0	0	0	0
10397	2054	3645	1519	2008	1900	2211
105375771	0	0	0	0	0	0
105375772	0	0	0	0	0	0
6482	199	263	132	152	191	208
105375773	0	0	0	0	0	0
101927798	0	0	0	0	0	0
101927822	0	0	0	0	0	0
57623	216	302	141	112	143	151
594840	28	26	4	9	20	12
102723694	90	43	66	123	86	141
407030	0	0	0	0	0	0
407033	0	0	0	0	0	0
552853	1	0	0	0	0	0
101927845	0	0	0	0	0	0
286094	0	1	0	0	0	0
101927872	1	26	9	4	8	7
10656	229	323	219	288	230	272
107986978	0	0	0	0	0	1
107986979	0	0	0	0	0	0
105375775	0	0	0	0	0	0
107986980	0	0	0	0	0	0
107986905	0	0	0	0	0	0
101927915	0	0	0	0	0	0
105375776	0	0	0	0	0	0
401478	0	0	0	0	0	0
51059	1	0	0	0	0	0
169044	0	0	5	0	0	0
51305	0	0	0	0	0	0
105375777	0	0	0	0	0	0
83696	161	337	135	106	146	160
107986981	3	9	2	8	10	6
105375781	0	0	0	1	0	3
359809	10	30	11	4	3	5
105375779	3	2	1	0	1	0
105375782	0	0	0	0	0	0
54108	620	801	452	444	532	643
27161	3042	3846	2315	3326	2910	3529
107986982	4	13	10	32	20	13
5747	3605	3716	2575	3161	2889	3471
442893	0	1	0	0	1	1
105375783	0	0	0	0	0	0
105375784	0	1	0	0	0	0
101927963	49	41	31	16	11	18
22898	543	868	365	378	317	343
105375785	47	90	49	41	35	49
57210	118	351	95	122	122	136
105375787	0	5	0	3	0	3
731779	0	0	0	0	0	0
2843	2	0	0	0	0	0
101928037	0	0	0	0	0	0
105375790	0	0	0	0	0	0
11156	11	80	8	3	7	9
389690	0	0	0	0	0	1
107983985	0	0	0	0	0	0
105375789	0	0	0	0	0	0
105375791	0	0	0	0	0	0
100302147	0	0	0	0	0	0
100616268	0	0	0	0	0	0
105375792	0	0	0	0	0	0
619434	0	0	0	0	0	0
203062	227	715	161	145	142	88
107986983	0	0	0	0	0	0
575	4	12	2	4	1	2
23237	0	0	1	4	2	6
101928087	0	0	0	0	0	0
8629	351	772	225	279	285	334
8000	0	4	1	4	7	0
54742	3	5	4	14	4	19
100288181	5	10	5	11	3	5
51337	131	446	61	57	76	67
57152	17	7	0	0	1	0
137797	4	0	0	0	0	0
111188157	45	93	21	11	17	11
432355	24	45	9	3	10	4
66004	177	429	143	52	40	70
8581	0	0	0	0	0	0
2765	0	0	0	0	0	0
1584	1	0	0	0	0	0
1585	0	0	0	0	0	0
105375794	0	0	0	0	0	0
100133669	0	1	0	0	0	1
100128627	0	0	0	0	0	0
4061	442	1205	311	352	371	383
286122	0	0	0	0	0	0
105375795	0	0	0	0	0	0
101928108	0	0	0	0	0	0
4062	0	0	0	0	0	0
107986906	0	0	0	0	0	0
338328	0	1	0	0	1	0
286128	405	805	210	224	232	251
2738	54	224	40	21	37	36
100507316	21	49	30	14	30	29
79943	162	328	76	134	119	123
116447	381	601	315	311	279	356
78998	4	2	0	0	1	5
114822	69	296	69	55	40	42
107986984	0	16	3	0	4	2
104326051	0	0	0	0	0	0
389692	0	28	10	2	4	0
23144	202	670	198	160	150	171
109623485	0	0	0	0	1	0
79792	492	1721	343	277	342	309
100310756	102	150	52	36	70	94
642475	13	106	16	15	11	29
93100	320	1243	197	158	166	229
1936	2672	5612	1816	2349	2365	2754
84948	52	212	42	33	36	29
65263	154	589	146	95	178	111
7264	522	946	294	414	436	434
105375798	11	29	8	16	13	19
9831	963	1136	711	725	572	754
105375799	0	0	0	0	0	0
286075	210	361	107	152	119	148
286076	14	30	7	0	10	5
100130274	0	0	0	0	0	0
101928160	0	1	1	0	0	0
225689	74	138	44	28	24	22
286077	730	2595	527	570	505	548
100616318	9	73	3	3	6	6
100128338	35	91	26	71	29	36
105375800	11	19	5	8	4	0
642574	0	22	12	0	0	0
23513	818	2680	534	887	815	837
100126338	20	66	19	26	24	32
22827	849	2234	506	807	781	944
107986985	85	169	39	51	87	76
340371	489	897	392	458	367	502
102466748	1	9	6	2	0	1
83481	10	27	6	7	14	1
5339	6421	20983	4494	8532	7522	7111
724031	0	0	0	0	0	1
84875	174	744	146	96	88	159
2907	1085	3914	813	738	794	818
375686	0	0	0	0	0	0
392275	0	0	0	0	0	0
26873	20	37	8	3	7	1
102465509	0	0	0	0	0	0
54512	85	331	87	100	116	63
102465510	1	5	0	1	3	2
8733	548	2410	386	542	487	540
1537	574	1880	383	593	619	631
81858	290	1004	203	229	222	287
84232	1144	3522	905	1052	1150	1263
340390	25	152	65	33	20	70
51236	233	782	206	221	198	243
727957	270	885	260	226	266	214
23246	350	1342	252	366	335	396
102465906	2	8	7	2	0	0
642658	85	166	37	60	57	64
3297	581	1937	418	552	538	614
8694	261	799	192	190	183	240
102465511	15	66	16	10	10	11
83482	0	2	0	0	0	0
340393	19	67	18	22	20	34
26233	75	422	68	98	71	84
79581	189	1038	138	243	241	274
101928902	0	0	0	0	0	0
203054	76	190	49	39	55	74
29894	871	2386	649	776	776	859
100126351	20	64	29	16	24	22
100302196	0	1	0	0	0	0
102466749	0	3	2	1	1	0
55630	86	505	68	88	109	65
51160	501	1113	368	359	376	372
4796	144	435	118	253	229	213
100287098	23	69	24	34	49	23
102466271	0	0	0	0	0	0
50626	390	934	257	288	204	258
113218512	0	5	0	0	0	0
90990	280	945	231	201	188	255
8928	56	131	36	30	20	39
84988	242	776	146	149	121	155
101928953	149	368	87	72	87	124
2875	16	65	23	2	8	3
113655	116	739	96	63	58	58
9401	132	475	83	282	293	292
9684	208	486	118	171	144	138
441381	19	186	18	35	20	24
414919	224	672	84	91	85	74
80728	387	1036	276	340	259	346
100996662	0	0	3	2	1	0
90987	499	727	537	507	414	597
107986986	65	29	17	29	25	42
105375805	11	16	9	7	7	10
80778	118	118	105	68	64	73
6132	6596	16960	4414	5524	5721	5608
102465978	0	2	1	1	1	0
340385	196	535	177	113	104	87
100130027	190	415	106	103	79	109
7553	644	730	414	503	496	511
28991	353	860	311	304	343	359
58500	484	640	420	357	348	352
7564	208	301	164	125	155	146
286101	970	999	718	755	664	904
286102	120	104	97	115	67	118
286103	27	32	15	20	9	34
65265	1612	2683	1188	1470	1373	1507
100287596	1	5	1	3	2	0
100287171	571	1049	481	509	513	533
107987041	0	2	0	0	0	0
100422831	0	0	0	1	0	0
654835	0	0	0	0	0	0
101929127	0	0	0	0	0	1
101929179	7	5	0	2	0	14
2298	11	41	20	20	12	21
55871	458	315	347	516	331	492
105375942	28	8	32	21	28	36
105375943	0	0	0	0	0	0
81704	20	12	14	13	12	1
157983	0	0	0	0	0	0
105375945	0	0	0	0	0	0
112268042	0	0	0	0	0	0
23189	1280	1527	791	858	837	911
105375947	5	1	0	3	1	9
107987042	0	3	9	3	2	1
105375949	0	0	0	1	0	0
1761	0	1	3	6	5	5
58524	129	148	77	51	82	123
10655	0	0	0	0	0	0
102800446	0	0	0	0	0	0
102723803	0	0	0	0	0	0
105375951	0	0	0	0	0	0
105375953	0	0	0	0	0	0
105375952	0	0	0	0	0	0
6595	1243	1356	924	934	912	1169
107987043	9	10	5	5	3	4
105375955	0	0	0	0	0	0
101930053	9	27	3	17	11	12
105375956	6	1	0	0	6	2
101930048	1	6	0	8	2	5
401491	21	95	16	19	9	28
7436	1658	2105	1202	1019	973	1201
105375957	121	101	76	89	79	72
169522	0	10	5	5	4	2
9933	699	446	655	793	703	1069
101929247	0	0	0	0	0	0
105375959	0	0	0	0	0	0
5991	839	687	798	541	508	784
101929302	23	27	28	16	29	26
105375962	5	19	18	4	7	5
169792	1863	2339	1443	1203	1063	1338
84850	82	86	62	53	25	33
105375964	0	1	0	0	0	13
107986989	39	57	18	19	15	9
6505	414	359	277	236	249	269
55064	17	38	30	8	7	27
403313	157	172	117	86	132	131
101929351	6	4	0	3	5	0
55664	578	394	401	508	364	505
50808	1817	1723	1279	1045	992	1167
10171	335	405	232	262	288	314
406894	0	0	0	0	0	0
3717	539	346	465	410	293	435
11172	0	0	1	0	0	0
107987044	0	5	0	0	1	0
3641	0	0	0	1	0	0
6013	2	2	3	7	4	8
6019	2	1	2	4	3	2
55848	278	225	170	276	216	337
29126	20	17	31	56	55	83
80380	0	2	6	39	24	22
57589	1596	1330	974	1236	1077	1497
79956	1875	2074	1422	1260	1190	1441
158358	1188	855	987	987	910	1349
2315	35	29	43	25	14	15
100616288	0	11	1	1	1	0
26953	619	565	480	622	515	812
90865	93	22	65	26	34	36
107987046	0	0	2	6	5	6
89882	0	0	0	0	1	0
115426	996	876	716	1090	943	1211
2731	333	371	272	172	169	219
105375968	0	1	0	0	0	0
23081	832	857	531	562	531	572
105375969	12	0	3	2	1	0
105375970	0	0	0	0	0	0
102723994	0	0	0	0	0	0
90871	297	489	201	203	169	270
105375971	0	0	0	0	0	0
5789	455	389	320	303	289	234
101929407	8	5	0	5	9	0
105375972	0	0	0	0	0	0
101929428	0	0	0	0	0	0
102724027	0	0	0	0	0	0
105375974	0	0	0	0	0	0
105375975	0	0	0	0	0	0
101929446	0	0	0	0	0	0
105375976	0	0	0	0	0	0
7306	23	2	18	2	7	14
101929467	31	9	18	19	19	68
286343	776	835	620	721	708	951
106635615	2	0	3	1	0	0
107987047	0	0	0	0	0	0
8777	2279	1976	1867	1733	1383	1823
401492	6	0	0	0	0	11
105375977	0	0	0	0	0	0
101929507	0	0	0	0	2	0
100113404	0	0	0	0	0	0
4781	3864	3667	2883	3159	2859	3962
100009607	0	0	0	0	0	0
340481	1455	883	1732	1259	957	1697
9350	0	0	0	0	0	0
158326	0	0	3	0	0	2
105375979	0	0	1	0	0	0
105375980	9	1	0	3	0	1
389705	7	0	0	0	0	1
105375981	41	42	33	33	25	29
158219	431	380	291	312	252	349
6619	1491	1079	1235	1624	1357	1785
11168	4275	2406	3680	5198	4256	5971
107987048	0	0	0	6	0	0
203238	94	122	77	52	79	130
107987049	0	0	0	0	0	0
100129385	0	0	0	1	0	0
54796	1749	1493	1262	1262	1103	1487
111216284	24	65	17	9	11	4
105375983	0	0	0	1	2	0
54875	640	313	500	572	563	732
107987051	0	0	0	2	0	0
6456	130	188	60	76	83	61
105375987	0	0	0	0	0	0
92949	0	1	0	1	0	0
107986990	0	0	0	0	0	0
105369293	0	0	0	1	2	0
100422869	0	0	0	0	0	0
102724102	0	0	0	0	0	0
105375985	0	0	0	0	0	0
158297	12	219	16	6	8	3
10670	1209	1716	803	610	681	707
54801	1062	906	1051	1735	1539	2157
677776	5	1	3	6	6	8
123	8	14	19	26	4	3
55667	2862	2211	2163	1759	1638	2125
6194	10779	13402	7104	8257	7710	9724
340485	70	44	16	43	40	37
105375988	0	0	0	0	0	0
25769	0	0	1	0	0	0
4300	1091	870	957	1086	843	1151
100616229	0	0	0	0	0	0
100616441	2	0	0	0	0	0
107987052	1	2	1	3	3	15
54914	837	851	589	571	513	681
101929548	9	14	0	1	1	0
574444	0	0	0	0	1	0
109616992	0	0	0	0	0	0
401494	474	325	350	276	225	270
105375989	0	3	6	0	1	6
3456	1	1	2	4	0	1
3467	0	0	0	9	0	0
3452	0	0	0	0	0	0
3441	0	0	0	0	0	1
3444	0	0	0	0	0	0
3446	0	0	0	0	0	0
3449	0	0	0	0	0	0
3451	0	0	0	0	0	0
3448	0	0	0	0	0	0
107987053	0	1	0	0	1	2
3453	0	0	0	0	0	0
3442	0	0	0	2	0	0
55958	1537	1559	1156	1022	898	1205
3443	0	0	0	0	0	0
3447	0	1	0	4	3	1
3440	0	0	0	0	0	0
3445	5	3	1	0	0	1
3439	23	5	13	22	7	6
554202	398	525	273	292	318	366
338376	151	101	123	78	86	141
407035	0	1	3	0	2	6
107987026	1	0	1	9	1	0
4507	1279	1164	1016	1338	1230	1721
51198	0	0	0	0	0	5
1029	1	0	0	1	0	5
100048912	4	1	2	5	2	4
1030	0	0	0	2	0	1
63951	4	23	12	17	11	11
441389	1	1	2	13	6	0
107987054	2	0	0	0	0	1
105375990	0	0	0	0	0	0
107987055	0	0	0	0	0	0
105369298	0	0	0	0	0	0
101929563	0	0	0	0	0	0
1993	0	0	0	0	0	1
105375992	0	0	0	0	0	0
105375993	0	0	0	0	0	0
105375994	0	0	0	0	0	0
100129669	0	0	0	0	0	0
107987056	0	0	0	0	0	1
105375996	0	0	0	0	0	0
105375997	0	0	2	0	1	0
286319	110	370	77	78	91	76
101929582	0	0	0	0	0	1
100506422	0	0	0	0	0	4
107987027	0	0	0	0	0	0
105375999	0	0	0	0	0	0
105369289	0	0	0	0	0	0
105376000	19	4	9	17	6	13
107987028	6	12	13	7	5	16
79886	899	843	733	711	628	744
9373	921	813	713	779	748	779
80173	792	493	703	820	636	999
101929602	0	0	0	0	0	0
64922	18	17	12	8	5	27
7010	2	9	6	3	6	3
158035	0	0	0	0	0	0
54586	0	0	0	1	0	0
79817	86	51	41	70	41	63
105376001	0	1	6	0	0	0
56832	0	0	0	0	2	1
112268043	13	7	16	5	6	15
107987057	17	10	23	9	9	18
203228	249	170	217	287	180	320
105376002	0	0	0	0	0	0
158038	0	3	9	0	2	0
105376004	0	0	0	0	0	0
105376003	0	0	0	0	0	0
100126310	0	0	0	0	0	0
100126316	0	0	0	0	0	0
105376005	0	0	2	0	2	0
401497	0	0	0	0	0	0
107987029	0	0	0	0	0	0
105376009	0	0	1	0	0	0
101929620	0	0	0	0	0	0
105376010	0	0	0	3	2	0
105376013	0	0	0	0	0	0
105376011	0	0	0	0	0	0
107987059	0	1	0	3	0	0
48	1091	1419	782	860	789	1023
23586	507	324	275	319	292	392
10210	785	592	522	644	595	750
100129250	17	50	22	39	32	20
4712	215	254	129	145	164	189
105376015	0	0	0	0	0	0
138474	4	1	0	4	1	0
105376017	0	0	0	0	0	0
105376016	0	0	0	0	0	0
401498	0	0	0	0	0	0
107987060	0	0	0	2	3	0
54840	339	448	233	282	315	408
3301	4321	3190	2951	3891	3576	4876
55234	1644	1779	1166	1531	1364	1715
113219452	0	0	0	6	0	0
2683	2280	3043	1565	1986	1808	2133
101929639	49	201	40	33	30	9
27290	0	4	1	2	2	22
573	1055	2004	775	902	873	1056
51510	3969	2945	3077	3688	3575	4251
4799	2860	3357	2370	2220	1946	2596
105376018	55	91	39	49	60	41
364	2	19	3	0	4	0
105376020	0	0	0	0	0	0
360	14	51	9	7	14	9
65083	925	1825	628	1148	1115	1198
102465512	0	1	0	0	5	3
107987061	3	3	7	16	1	11
441394	24	60	34	43	33	26
441459	182	179	131	150	93	151
6962	1	0	0	3	0	0
304	1175	1431	688	1018	1082	1338
6959	0	0	0	1	0	0
246283	0	0	0	1	0	0
28552	0	0	0	4	0	0
6961	0	1	0	0	0	0
6960	0	0	0	1	2	0
11191	33	19	16	9	12	23
101243555	0	0	2	1	0	0
246286	3	2	0	0	1	0
246285	1	0	0	0	0	0
101929688	32	53	22	30	21	34
5646	63	118	33	39	36	37
6958	0	2	1	0	0	0
54926	3453	4480	2401	2359	2112	2658
55833	1922	2364	1393	1652	1651	2003
101340252	14	5	12	11	2	4
100113379	5	7	9	2	8	8
25853	3983	4852	2822	2848	2900	3304
51271	4076	5322	3149	3375	3397	4146
114224	87	38	59	23	31	95
347240	986	924	576	1167	1141	1531
318	404	540	265	229	260	245
57462	1836	2484	1144	1102	1063	1282
84688	23	26	21	7	17	18
203259	473	1236	372	382	404	409
27019	9	13	7	13	3	1
375704	11	65	13	17	17	4
1271	0	1	0	0	0	0
415056	0	0	0	0	0	0
105376023	0	1	0	0	0	0
138716	180	299	114	72	98	122
11258	791	1177	556	658	658	710
138715	8	2	2	1	1	5
10280	858	2038	625	913	885	933
2592	487	1017	430	278	304	302
3590	98	326	98	85	90	97
10850	4	4	0	11	2	0
730098	16	64	30	28	36	23
107987063	22	59	34	30	38	48
6363	0	0	2	0	0	4
6366	1	0	0	0	0	0
259308	3	2	11	8	0	3
23349	20	32	22	26	30	30
389715	0	1	3	1	0	1
100129969	0	0	0	5	0	0
101926900	6	10	0	6	15	10
25822	198	292	153	194	193	266
105376025	40	89	50	80	60	97
138724	71	117	54	58	60	101
7415	8373	14530	6011	8311	7802	8939
2189	198	456	180	369	394	374
84720	1697	2863	1053	1174	1073	1474
30968	2165	3934	1631	2103	2024	2402
80256	269	717	175	324	249	272
10497	2271	3016	1499	1770	1684	1914
158381	22	13	7	15	13	8
9853	1446	2783	920	1569	1473	1633
105376026	52	27	33	15	17	33
730112	8	15	8	7	11	15
7016	605	1648	458	619	618	730
100616214	2	1	1	0	0	1
971	12	41	19	12	2	10
101926948	0	8	5	6	2	0
27240	0	0	0	0	0	1
6023	17	49	36	47	15	15
203260	92	211	62	105	103	126
84904	143	228	96	261	261	279
768	161	342	85	120	121	127
7169	2927	4397	1991	2573	2410	2550
7094	13170	22612	8586	11958	12098	14686
102465513	223	378	156	213	244	234
10488	1485	2262	858	1263	1347	1646
102466201	2	3	3	0	1	1
57704	1379	2263	992	1116	1027	1270
9827	2866	4479	2092	2359	2255	2645
692094	329	614	230	269	233	317
4882	297	349	208	200	147	236
26206	26	51	32	26	16	37
84681	109	492	130	132	140	121
392307	2	0	0	0	5	0
51754	837	1679	578	400	394	517
392309	4	2	0	2	0	16
646962	13	87	31	16	28	30
158376	28	79	5	23	21	5
56656	2	0	1	0	0	0
8434	854	797	522	746	619	842
152007	391	483	286	378	291	411
881	18	8	0	0	9	1
1211	2607	5535	1692	2116	2039	2383
10020	4447	4549	2859	2433	2473	2877
102724322	60	90	78	67	43	47
152006	2336	2149	1731	1861	1562	2132
9833	1272	986	773	3492	3095	3975
105376030	0	0	0	0	0	0
100616289	0	0	0	0	0	0
5079	0	0	0	1	2	0
100616278	0	0	0	0	0	0
100616456	0	0	0	0	0	0
